GEN,BEZ,AGS,Fälle Gestern bis 00Uhr,Änderungsrate (24 Std. bis 19.04 00:00),Fälle Heute bis 00Uhr,CV-Fälle Tagespiegel Verifizierung,Quelle 1,Gestrige Quellen,Zeit,Bestätigte GESAMTZAHL der Infektionsfälle (Crowdsourced),Genesen,Quarantäne,Stationär,Intensiv,Todesfälle,"Zeit (Datum, Uhrzeit) ","Quelle (Sollte nur Landesamt, Gesundheitsamt oder offiziell sein)",Contributor,NEU,"Bemerkungen (Anzahl, Uhrzeit) - MUSS EINGEBEN WENN ""GEPRÜFT"" - C=Fälle, G=Genesen, D=Todesfälle",Geprüft (1),Geprüft (2) Berechtigte,Zwischenstand Geprüft,IFSG Spalte,Genesen (verifiziert),Coronavirus Fälle heute (verifiziert),Coronavirus Todesfälle (verifiziert),"Quarantäne 
verifiziert",Todesfälle (COVID-19),Tests,Negativ Tests,Datum,Contributor.1,TWITTER,FACEBOOK/INSTAGRAM,Geschätzt,Geschätzt.1,Sicherung - Genesen,Sicherung - Todesfälle,Sicherung - Zeit,Sicherung - Bundesland,Sicherung - Post-Check,Geschätzt.2
Oberhavel,Landkreis,12065,258.0,0%,259,,https://www.oberhavel.de/B%C3%BCrgerservice/Gesundheit/Aktuelles-zum-Coronavirus,"https://www.oberhavel.de/Politik-und-Verwaltung/Verwaltungsstruktur/B%C3%BCro-des-Landrates/Presse-und-%C3%96ffentlichkeitsarbeit/Pressemitteilungen/Coronavirus-Aktuelle-Lage-in-Oberhavel.php?object=tx,2244.1.1&ModID=7&FID=2244.48509.1&NavID=2244.87&La=1",24/04/2020 12:00, 259,129.0,1 629,11.0,,6.0,24.04.2020 12:00,"https://www.oberhavel.de/B%C3%BCrgerservice/Gesundheit/Aktuelles-zum-Coronavirus/Coronavirus-Neue-Regeln-auch-f%C3%BCr-Oberhavel.php?object=tx,2244.1&ModID=7&FID=2244.48829.1&NavID=2244.6824&La=1",@plan08/15, 1,C259 G129 D6 18:47,Stain Fels,James,1,,129.0,207,6.0,1100.0,,,,,,,,2.0,149,123.0,6.0,23/04/2020 19:00,12,1.0,"https://www.oberhavel.de/Politik-und-Verwaltung/Verwaltungsstruktur/B%C3%BCro-des-Landrates/Presse-und-%C3%96ffentlichkeitsarbeit/Pressemitteilungen/Coronavirus-Aktuelle-Lage-in-Oberhavel.php?object=tx,2244.1.1&ModID=7&FID=2244.48509.1&NavID=2244.87&La=1"
Oberspreewald-Lausitz,Landkreis,12066,41.0,2%,42,,http://www.osl-online.de/news/index.php?rubrik=1,"http://www.osl-online.de/news/1/568041/nachrichten/neuartiges-coronavirus-entwicklungen-im-landkreis-oberspreewald-lausitz-(stand-22.04.2020)-inhalt-eind%C3%A4mmungsverordnung,-kita-schule,-busverkehr,-museums%C3%B6ffnung,-quarant%C3%A4neregeln-und-fallzahle.html",24/04/2020 15:00, 42,33.0, 40,1.0,0.0,2.0,24.04.2020 15:00,"http://www.osl-online.de/news/1/568928/nachrichten/neuartiges-coronavirus-entwicklungen-im-landkreis-oberspreewald-lausitz-(stand-24.04.)-themen-mundschutz,-schule,-fallzahlen.html",@plan08/15, 1,C43 G33 D2 18:46,Stain Fels,James,1,,33.0,41,2.0,81.0,,,,,,,,,33,32.0,2.0,23/04/2020 00:00,12,1.0,"http://www.osl-online.de/news/1/568041/nachrichten/neuartiges-coronavirus-entwicklungen-im-landkreis-oberspreewald-lausitz-(stand-22.04.2020)-inhalt-eind%C3%A4mmungsverordnung,-kita-schule,-busverkehr,-museums%C3%B6ffnung,-quarant%C3%A4neregeln-und-fallzahle.html"
Oder-Spree,Landkreis,12067,112.0,1%,113,,https://www.landkreis-oder-spree.de/Service-Aktuelles/Aktuelles/Coronavirus,"https://www.landkreis-oder-spree.de/Service-Aktuelles/Aktuelles/Coronavirus/Update-der-Coronavirus-F%C3%A4lle-im-Landkreis.php?object=tx,2426.5.1&ModID=7&FID=2689.2679.1&NavID=2689.190&La=1&call=suche",24/04/2020 09:00, 113,84.0, 188,3.0,,1.0,24.04.2020 09:00,"https://www.landkreis-oder-spree.de/Service-Aktuelles/Aktuelles/Coronavirus/Update-der-Coronavirus-F%C3%A4lle-im-Landkreis.php?object=tx,2426.5.1&ModID=7&FID=2689.2687.1&NavID=2689.190&La=1&call=suche",@distanzreiter, 1,C113 G84 d1 18:46,Stain Fels,James,1,,84.0,111,1.0,46.0,,,,,,,,,91,80.0,1.0,23/04/2020 09:30,12,1.0,"https://www.landkreis-oder-spree.de/Service-Aktuelles/Aktuelles/Coronavirus/Update-der-Coronavirus-F%C3%A4lle-im-Landkreis.php?object=tx,2426.5.1&ModID=7&FID=2689.2679.1&NavID=2689.190&La=1&call=suche"
Ostprignitz-Ruppin,Landkreis,12068,62.0,2%,63,,https://www.ostprignitz-ruppin.de/,https://www.ostprignitz-ruppin.de/index.phtml?object=tx|1854.2&ModID=7&FID=353.5906.1&mNavID=1854.2&sNavID=1854.14&La=1,24/04/2020 00:00, 63,25.0, 120,5.0,1.0,2.0,24/04/2020,https://www.ostprignitz-ruppin.de/index.phtml?object=tx|1854.2&ModID=7&FID=1854.784.1&mNavID=1854.2&sNavID=1854.14&La=1,@distanzreiter, 1,C63 G25 D2 18:44,Stain Fels,James,1,,25.0,53,2.0,120.0,,1075.0,,23/04/2020,James,,,,33,21.0,,23.04.2020,12,1.0,https://www.ostprignitz-ruppin.de/index.phtml?object=tx|1854.2&ModID=7&FID=353.5906.1&mNavID=1854.2&sNavID=1854.14&La=1
Potsdam,Kreisfreie Stadt,12054,549.0,4%,569,569.0,https://www.potsdam.de/taegliche-corona-updates,https://www.potsdam.de/aktuelle-corona-lage-potsdam-22-april-2020,24/04/2020 18:30, 569,165.0, 606,71.0,10.0,41.0,24/04/2020 18:30,https://www.potsdam.de/aktuelle-corona-lage-potsdam-24-april-2020,@jonasfbb, 20,C569 G165 Q606 S71 I10 D41 19:19,@LSDR,James,1,,165.0,541,41.0,709.0,,,,,,,,14.0,362,147.0,39.0,23.04.2020 17:30,12,1.0,https://www.potsdam.de/aktuelle-corona-lage-potsdam-22-april-2020
Potsdam-Mittelmark,Landkreis,12069,395.0,4%,412,,https://www.potsdam-mittelmark.de/de/aktuelles-termine/neues-aus-dem-landkreis/aktuelles/?tx_ttnews%5Btt_news%5D=886&cHash=210c04036e2c7639dedc03c272700cd1,https://www.potsdam-mittelmark.de/de/aktuelles-termine/neues-aus-dem-landkreis/aktuelles/?tx_ttnews%5Btt_news%5D=886&cHash=210c04036e2c7639dedc03c272700cd1,24/04/2020 18:30, 412,142.0, 144,82.0,,30.0,24.04.2020 18:30,https://www.potsdam-mittelmark.de/de/aktuelles-termine/neues-aus-dem-landkreis/aktuelles/?tx_ttnews%5Btt_news%5D=886&cHash=210c04036e2c7639dedc03c272700cd1,@LSDR, 17,C412 D30 18:42,Stain Fels,James,1,,142.0,380,30.0,183.0,,,,,,,,9.0,226,142.0,28.0,23.04.2020,12,1.0,https://www.potsdam-mittelmark.de/de/aktuelles-termine/neues-aus-dem-landkreis/aktuelles/?tx_ttnews%5Btt_news%5D=886&cHash=210c04036e2c7639dedc03c272700cd1
Prignitz,Landkreis,12070,23.0,0%,23,,https://www.landkreis-prignitz.de/de/aktuelles/index.php,https://www.landkreis-prignitz.de/de/aktuelles/index.php,24/04/2020 00:00, 23,13.0,,,,,24/04/2020,https://msgiv.brandenburg.de/msgiv/de/presse/pressemitteilungen/detail/~24-04-2020-corona-faelle-stand-24042020,@Colonia Claudia,0,C23 D0 18:41,Stain Fels,James,1,,13.0,23,,,,,,,,https://twitter.com/lkprignitz,,,17,13.0,,23/04/2020 13:00,12,0.0,https://www.landkreis-prignitz.de/de/aktuelles/index.php
Spree-Neiße,Landkreis,12071,54.0,6%,57,,https://www.lkspn.de/aktuelles/aktuelles-landkreis-spree-neisse/informationen_coronavirus.html,https://www.lkspn.de/aktuelles/aktuelles-landkreis-spree-neisse/informationen_coronavirus.html,24/04/2020 00:00, 57,51.0, 36,3.0,,,24/04/2020,https://www.lkspn.de/aktuelles/aktuelles-landkreis-spree-neisse/informationen_coronavirus.html,@plan08/15, 3,C57 G51 D0 18:40,Stain Fels,James,1,,51.0,54,,61.0,,,,,,,,,51,51.0,,23/04/2020,12,1.0,https://www.lkspn.de/aktuelles/aktuelles-landkreis-spree-neisse/informationen_coronavirus.html
Teltow-Fläming,Landkreis,12072,120.0,2%,122,,http://www.teltow-flaeming.de/de/service/gesundheit/corona-virus-dossier.php,http://www.teltow-flaeming.de/de/service/gesundheit/corona-virus-dossier.php,24/04/2020 00:00, 122,74.0, 79,2.0,,7.0,24/04/2020,http://www.teltow-flaeming.de/de/service/gesundheit/corona-virus-dossier.php,@plan08/15, 2,C122 G74 D7 18:40,Stain Fels,James,1,,74.0,117,7.0,76.0,,,,,,,,1.0,83,72.0,7.0,23/04/2020,12,1.0,http://www.teltow-flaeming.de/de/service/gesundheit/corona-virus-dossier.php
Uckermark,Landkreis,12073,35.0,0%,35,,https://www.uckermark.de/index.phtml?mNavID=1897.1,https://www.uckermark.de/PDF/Drei_neue_Erkrankungsfälle.PDF?ObjSvrID=2203&ObjID=3674&ObjLa=1&Ext=PDF&WTR=1&_ts=1587565574,24/04/2020 00:00, 35,23.0, 81,3.0,2.0,1.0,24/04/2020,https://msgiv.brandenburg.de/msgiv/de/presse/pressemitteilungen/detail/~24-04-2020-corona-faelle-stand-24042020,@Colonia Claudia,0,C35 D1 18:39,Stain Fels,James,1,,23.0,35,1.0,119.0,,,,,,,,1.0,24,23.0,1.0,23/04/2020,12,0.0,https://www.uckermark.de/PDF/Drei_neue_Erkrankungsfälle.PDF?ObjSvrID=2203&ObjID=3674&ObjLa=1&Ext=PDF&WTR=1&_ts=1587565574
Ludwigslust-Parchim,Landkreis,13076,65.0,3%,67,,https://www.kreis-lup.de/corona/,https://www.kreis-lup.de/nachrichten/aktuelles/?n=a9401ccd-84a6-11ea-b0cd-a1d153b34927,24/04/2020 00:00, 67,52.0,,4.0,,2.0,24/04/2020,https://www.kreis-lup.de/nachrichten/aktuelles/?n=1f916409-8632-11ea-b0cd-a1d153b34927,@Colonia Claudia, 2,C67 D2 18:38,Stain Fels,James,1,,52.0,65,2.0,,,1272.0,,23/04/2020,James,,,1.0,57,51.0,2.0,23/04/2020,13,1.0,https://www.kreis-lup.de/nachrichten/aktuelles/?n=a9401ccd-84a6-11ea-b0cd-a1d153b34927
Mecklenburgische Seenplatte,Landkreis,13071,108.0,0%,108,,https://www.lk-mecklenburgische-seenplatte.de/Aktuelles/Presse/Informationen-zu-Corona,https://www.regierung-mv.de/Landesregierung/wm/Aktuell/?id=159565&processor=processor.sa.pressemitteilung,24/04/2020 00:00, 108,18.0,,20.0,,3.0,24/04/2020,https://www.regierung-mv.de/Landesregierung/wm/Aktuell/?id=159645&processor=processor.sa.pressemitteilung,@Colonia Claudia,0,C108 D3 18:38,Stain Fels,James,1,,18.0,108,3.0,,,,,,,,,4.0,99,18.0,3.0,23/04/2020,13,0.0,https://www.regierung-mv.de/Landesregierung/wm/Aktuell/?id=159565&processor=processor.sa.pressemitteilung
Nordwestmecklenburg,Landkreis,13074,70.0,1%,71,,https://www.nordwestmecklenburg.de/de/corona.html,https://www.nordwestmecklenburg.de/de/corona.html,24/04/2020 14:00, 71,56.0, 59,1.0,,1.0,24.04.2020 14:00,https://www.nordwestmecklenburg.de/de/corona.html,@distanzreiter, 1,C71 G59 D1 18:37,Stain Fels,James,1,,56.0,70,1.0,177.0,,1619.0,,23/04/2020,James,,,1.0,55,55.0,1.0,23/04/2020,13,1.0,https://www.nordwestmecklenburg.de/de/corona.html
Rostock,Kreisfreie Stadt,13003,75.0,0%,75,,https://www.rostock.de/pandemie,https://www.regierung-mv.de/Landesregierung/wm/Aktuell/?id=159565&processor=processor.sa.pressemitteilung,24/04/2020 00:00, 75,74.0,,,,1.0,24.04.2020,https://www.regierung-mv.de/Landesregierung/wm/Aktuell/?id=159645&processor=processor.sa.pressemitteilung,@bandur,0,C75 D1 18:38,Stain Fels,James,1,,74.0,75,1.0,,,,,,,https://twitter.com/HROrathaus,,1.0,71,74.0,1.0,23/04/2020,13,0.0,https://www.regierung-mv.de/Landesregierung/wm/Aktuell/?id=159565&processor=processor.sa.pressemitteilung
Rostock,Landkreis,13072,54.0,0%,54,,https://www.landkreis-rostock.de/landkreis/aktuelles/news/2020/maerz/coronavirus-2.html,https://www.landkreis-rostock.de/landkreis/aktuelles/news/2020/maerz/coronavirus-2.html,24/04/2020 12:26, 54,45.0,,6.0,,3.0,24.04.2020 12:26,https://www.landkreis-rostock.de/landkreis/aktuelles/news/2020/maerz/coronavirus-2.html,Tatogga,0,C54 G45 D3 18:36,Stain Fels,James,1,,45.0,54,3.0,,,,,,,https://twitter.com/kreis_rostock,,2.0,47,45.0,3.0,23/04/2020,13,0.0,https://www.landkreis-rostock.de/landkreis/aktuelles/news/2020/maerz/coronavirus-2.html
Schwerin,Kreisfreie Stadt,13004,89.0,1%,90,,https://www.schwerin.de/mein-schwerin/leben/gesundheit/infektionsschutz-hygiene/informationen-zum-coronavirus/,https://www.schwerin.de/mein-schwerin/leben/gesundheit/infektionsschutz-hygiene/informationen-zum-coronavirus/,24/04/2020 15:30, 90,86.0,,,,,24.04.2020 15:30,https://www.schwerin.de/mein-schwerin/leben/gesundheit/infektionsschutz-hygiene/informationen-zum-coronavirus/,@mittedeathsquad, 1,C90 G86 D0 18:36,Stain Fels,James,1,,86.0,89,,87.0,,,,,,,,,84,78.0,,23/04/2020,13,1.0,https://www.schwerin.de/mein-schwerin/leben/gesundheit/infektionsschutz-hygiene/informationen-zum-coronavirus/
Vorpommern-Greifswald,Landkreis,13075,124.0,2%,126,,https://www.kreis-vg.de/Kurzmen%C3%BC/'/index.php?object=tx|3079.14723.1%27,https://www.kreis-vg.de/Kurzmen%C3%BC/'/index.php?object=tx%7C3079.14723.1%27,24/04/2020 09:00, 126,59.0,,11.0,,4.0,24.04.2020 09:00,https://www.kreis-vg.de/Kurzmen%C3%BC/'/index.php?object=tx|3079.14723.1%27,@distanzreiter, 2,C126 G59 D4 18:35,Stain Fels,James,1,,59.0,122,4.0,,,,,,,,,1.0,95,54.0,4.0,23/04/2020,13,1.0,https://www.kreis-vg.de/Kurzmen%C3%BC/'/index.php?object=tx%7C3079.14723.1%27
Vorpommern-Rügen,Landkreis,13073,76.0,0%,76,,https://www.lk-vr.de/Willkommen/Corona,https://www.lk-vr.de/Willkommen/Corona,24/04/2020 08:00, 76,65.0,,,,2.0,24.04.2020 08:00,https://www.lk-vr.de/Willkommen/Corona,@Elvte_76,0,C76 G65 D2 18:34,Stain Fels,James,1,,65.0,76,2.0,,,,,,,,,2.0,65,63.0,2.0,23/04/2020,13,0.0,https://www.lk-vr.de/Willkommen/Corona
Bautzen,Landkreis,14625,341.0,1%,345,,https://www.landkreis-bautzen.de/coronavirus.php,https://www.landkreis-bautzen.de/corona-bericht-landkreis-bautzen-vom-22-04-2020.php,24/04/2020 15:00, 345,218.0, 303,7.0,,12.0,24.04.2020 15:00,https://www.landkreis-bautzen.de/corona-bericht-landkreis-bautzen-vom-24-04-2020.php,@Elvte_76, 4,C345 G218 D12 18:33,Stain Fels,@jonasfbb,1,,218.0,340,12.0,432.0,,,,,,,,3.0,231,206.0,10.0,23/04/2020,14,1.0,https://www.landkreis-bautzen.de/corona-bericht-landkreis-bautzen-vom-22-04-2020.php
Chemnitz,Kreisfreie Stadt,14511,194.0,1%,195,,https://chemnitz.de/chemnitz/de/leben-in-chemnitz/gesundheit/gesundheitsschutz/coronavirus/index.html,https://chemnitz.de/chemnitz/de/leben-in-chemnitz/gesundheit/gesundheitsschutz/coronavirus/index.html,24/04/2020 13:00, 195,,,23.0,,5.0,24/04/2020 13:00,https://chemnitz.de/chemnitz/de/leben-in-chemnitz/gesundheit/gesundheitsschutz/coronavirus/index.html,@Elvte_76, 1,C195 D5 18:33,Stain Fels,James,1,,,193,5.0,,,,,,,,,3.0,156,,5.0,23/04/2020 17:00,14,1.0,https://chemnitz.de/chemnitz/de/leben-in-chemnitz/gesundheit/gesundheitsschutz/coronavirus/index.html
Dresden,Kreisfreie Stadt,14612,538.0,1%,541,,https://www.dresden.de/de/leben/gesundheit/hygiene/infektionsschutz/corona.php,https://www.dresden.de/de/leben/gesundheit/hygiene/infektionsschutz/corona.php,24/04/2020 12:00, 541,448.0,,65.0,,6.0,24.04.2020 12:00,https://www.dresden.de/de/leben/gesundheit/hygiene/infektionsschutz/corona.php,@bandur, 3,C541 G448 D6 18:32,Stain Fels,@jonasfbb,1,,448.0,533,6.0,,,,,,,,,4.0,466,434.0,6.0,23.04.2020 12:00,14,1.0,https://www.dresden.de/de/leben/gesundheit/hygiene/infektionsschutz/corona.php
Erzgebirgskreis,Landkreis,14521,491.0,0%,491,,https://www.erzgebirgskreis.de/de/aktuelles/coronavirus/,https://www.erzgebirgskreis.de/de/aktuelles/coronavirus/,23/04/2020 18:00, 501,, 717,30.0,,39.0,24.04.2020 18:00,erzgebirgskreis.de/index.php?id=1126,Stain Fels, 10,C501 D39 22:23,James,,0,,,485,38.0,1137.0,,,,,,,,10.0,333,,38.0,23/04/2020 18:00,14,1.0,https://www.erzgebirgskreis.de/de/aktuelles/coronavirus/
Görlitz,Landkreis,14626,252.0,0%,252,,http://coronavirus.landkreis.gr/,http://coronavirus.landkreis.gr/,24/04/2020 10:00, 252,77.0, 269,3.0,,19.0,24.04.2020 10:00,http://coronavirus.landkreis.gr/,@mittedeathsquad,0,C252 G77 D19! 18:30,Stain Fels,James,1,,77.0,250,19.0,205.0,,,,,,,,5.0,199,73.0,17.0,23/04/2020,14,1.0,http://coronavirus.landkreis.gr/
Leipzig,Kreisfreie Stadt,14713,536.0,1%,541,541.0,https://www.leipzig.de/jugend-familie-und-soziales/gesundheit/neuartiges-coronavirus-2019-n-cov/,https://www.leipzig.de/jugend-familie-und-soziales/gesundheit/neuartiges-coronavirus-2019-n-cov/,24/04/2020 00:00, 541,, 128,15.0,12.0,5.0,24/04/2020,https://www.coronavirus.sachsen.de/infektionsfaelle-in-sachsen-4151.html,@jonasfbb, 5,C541 D5 18:29,Stain Fels,James,1,,,522,5.0,1207.0,,,,,,,,2.0,446,,3.0,23/04/2020 11:30,14,1.0,https://www.leipzig.de/jugend-familie-und-soziales/gesundheit/neuartiges-coronavirus-2019-n-cov/
Leipzig,Landkreis,14729,184.0,0%,184,,https://www.landkreisleipzig.de/,https://www.landkreisleipzig.de/pressemeldungen.html?pm_id=3844,24/04/2020 11:00, 184,48.0, 92,6.0,,4.0,24.04.2020 11:00,https://www.landkreisleipzig.de/pressemeldungen.html?pm_id=3847,@mittedeathsquad,0,C184 D4 18:28,Stain Fels,James,1,,48.0,183,4.0,294.0,,,,,,,,4.0,144,48.0,4.0,23/04/2020,14,1.0,https://www.landkreisleipzig.de/pressemeldungen.html?pm_id=3844
Meißen,Landkreis,14627,207.0,1%,210,,http://www.kreis-meissen.org/index.html,http://www.kreis-meissen.org/Corona22_4.htm,24/04/2020 00:00, 210,157.0, 133,10.0,2.0,13.0,24.04.2020,http://www.kreis-meissen.org/Corona24_4.htm,@Elvte_76, 3,C217 G157 D13 18:27,Stain Fels,James,1,,157.0,204,13.0,258.0,,,,,,,,5.0,138,152.0,12.0,23/04/2020,14,1.0,http://www.kreis-meissen.org/Corona22_4.htm
Mittelsachsen,Landkreis,14522,241.0,0%,241,,https://www.landkreis-mittelsachsen.de/corona,https://www.landkreis-mittelsachsen.de/corona,24/04/2020 12:00, 241,180.0, 290,,,2.0,24.04.2020 12:00,https://www.landkreis-mittelsachsen.de/corona.html,@Elvte_76,0,C241 G200 D13 18:26,Stain Fels,James,1,,180.0,241,2.0,323.0,,,,,,,,1.0,182,180.0,2.0,23/04/2020,14,0.0,https://www.landkreis-mittelsachsen.de/corona
Nordsachsen,Landkreis,14730,131.0,2%,134,,https://www.landkreis-nordsachsen.de/infos_zum_coronavirus.html,https://www.landkreis-nordsachsen.de/infos_zum_corona_virus-a-9052.html,24/04/2020 11:30, 134,87.0, 167,,,,24.04.2020 11:30,https://www.landkreis-nordsachsen.de/infos_zum_corona_virus-a-9061.html,Tatogga, 3,C134 G87 D0 18:24,Stain Fels,James,1,,87.0,129,,177.0,,,,,,,,,92,84.0,,23/04/2020,14,1.0,https://www.landkreis-nordsachsen.de/infos_zum_corona_virus-a-9052.html
Sächsische Schweiz-Osterzgebirge,Landkreis,14628,328.0,0%,328,,https://www.landratsamt-pirna.de/coronavirus.html,https://www.landratsamt-pirna.de/51032.htm,23/04/2020 14:00, 332,245.0,,28.0,,3.0,24/04/2020 14:00,https://www.landratsamt-pirna.de/51070.htm,Stain fels, 4,C332 G245 D3 22:21,James,,0,,238.0,325,3.0,,,,,,,,https://www.facebook.com/landratsamt,1.0,279,238.0,3.0,23/04/2020,14,1.0,https://www.landratsamt-pirna.de/51032.htm
Vogtlandkreis,Landkreis,14523,298.0,0%,298,,https://www.vogtlandkreis.de/B%C3%BCrgerservice-und-Verwaltung/Infos-und-Services/Aktuelle-Corona-F%C3%A4lle,https://www.vogtlandkreis.de/B%C3%BCrgerservice-und-Verwaltung/Infos-und-Services/Pressemitteilungen,23/04/2020 15:45, 300,149.0,,,,5.0,24/04/2020 14:00,"https://www.vogtlandkreis.de/B%C3%BCrgerservice-und-Verwaltung/Infos-und-Services/Pressemitteilungen/Aktuelle-Lage-corona.php?object=tx,2752.5.1&ModID=7&FID=2752.18240.1&NavID=2752.270&La=1",Stain fels, 2,C300 G149 D5 22:21,James,,0,,149.0,288,5.0,,,,,,,,https://www.facebook.com/Vogtlandkreis-100891964842697,1.0,187,149.0,5.0,23/04/2020,14,1.0,https://www.vogtlandkreis.de/B%C3%BCrgerservice-und-Verwaltung/Infos-und-Services/Pressemitteilungen
Zwickau,Landkreis,14524,724.0,1%,730,730.0,https://www.landkreis-zwickau.de/index.html,https://www.landkreis-zwickau.de/coronafallzahlen-landkreiszwickau,24/04/2020 11:00, 730,352.0, 318,35.0,,31.0,24/04/2020 11:00,https://www.landkreis-zwickau.de/coronafallzahlen-landkreiszwickau,?, 6,730 C 31 D Checked 12:30,@jonasfbb,Stain Fels,1,,352.0,717,31.0,740.0,,,,,,,https://www.facebook.com/svsoem,13.0,539,352.0,29.0,23/04/2020 11:00,14,1.0,https://www.landkreis-zwickau.de/coronafallzahlen-landkreiszwickau
Altmarkkreis Salzwedel,Landkreis,15081,30.0,0%,30,,https://www.altmarkkreis-salzwedel.de/buerger-presseservice/presseservice/pressemitteilungen-neuigkeiten-pressebilder/informationen-des-altmarkkreises-salzwedel-zum-neuartigen-corona-virus-2019-ncov9.aspx,https://www.altmarkkreis-salzwedel.de/buerger-presseservice/presseservice/pressemitteilungen-neuigkeiten-pressebilder/informationen-des-altmarkkreises-salzwedel-zum-neuartigen-corona-virus-2019-ncov9.aspx,24/04/2020 00:00, 30,26.0, 61,1.0,,,24/04/2020,https://www.altmarkkreis-salzwedel.de/buerger-presseservice/presseservice/pressemitteilungen-neuigkeiten-pressebilder/informationen-des-altmarkkreises-salzwedel-zum-neuartigen-corona-virus-2019-ncov9.aspx,@bandur,0,C30 G26 D0 18:21,Stain Fels,James,1,,26.0,30,,79.0,,,,,,,,,25,23.0,,23/04/2020,15,0.0,https://www.altmarkkreis-salzwedel.de/buerger-presseservice/presseservice/pressemitteilungen-neuigkeiten-pressebilder/informationen-des-altmarkkreises-salzwedel-zum-neuartigen-corona-virus-2019-ncov9.aspx
Anhalt-Bitterfeld,Landkreis,15082,65.0,0%,65,,http://www.anhalt-bitterfeld.de/de/buergerservice/informationen-zum-coronavirus-pressemitteilungen-20024087.html,http://www.anhalt-bitterfeld.de/media/pdf/corona/presseinformation_22._april_2020.pdf,24/04/2020 00:00, 65,45.0, 80,2.0,,,24/04/2020,http://www.anhalt-bitterfeld.de/media/pdf/corona/presseinformation_24._april_2020_16_uhr.pdf,@bandur,0,C65 G45 D0 18:20,Stain Fels,James,1,,45.0,65,,67.0,,,,,,,,,49,45.0,,23/04/2020,15,0.0,http://www.anhalt-bitterfeld.de/media/pdf/corona/presseinformation_22._april_2020.pdf
Börde,Landkreis,15083,120.0,2%,123,,https://www.landkreis-boerde.de/menschen/gesundheit/coronavirus/aktuelle-kurznachrichten/,https://www.landkreis-boerde.de/menschen/gesundheit/coronavirus/aktuelle-kurznachrichten/,24/04/2020 00:00, 123,74.0,,,,4.0,24/04/2020,https://www.landkreis-boerde.de/menschen/gesundheit/coronavirus/aktuelle-kurznachrichten/,@distanzreiter, 3,C123 G74 D4 18:20,Stain Fels,@jonasfbb,1,,74.0,118,4.0,,,,,,,,,1.0,78,74.0,4.0,23/04/2020,15,1.0,https://www.landkreis-boerde.de/menschen/gesundheit/coronavirus/aktuelle-kurznachrichten/
Burgenlandkreis,Landkreis,15084,87.0,0%,87,,https://www.burgenlandkreis.de/de/quicklinks/corona-virus-aktuelle-entwicklung-20049167.html,https://www.burgenlandkreis.de/de/quicklinks/corona-virus-aktuelle-entwicklung-20049167.html,23/04/2020 16:00, 87,70.0, 63,,,1.0,24/04/2020,https://www.burgenlandkreis.de/de/quicklinks/corona-virus-aktuelle-entwicklung-20049167.html,Stain Fels,0,C87 G70 D1 22:20,James,,0,,64.0,82,1.0,290.0,,977.0,,22/04/2020,James,,https://www.facebook.com/burgenlandkreis/,,61,64.0,1.0,23/04/2020,15,1.0,https://www.burgenlandkreis.de/de/quicklinks/corona-virus-aktuelle-entwicklung-20049167.html
Dessau-Roßlau,Kreisfreie Stadt,15001,62.0,0%,62,,https://verwaltung.dessau-rosslau.de/stadt-buerger/neuigkeiten/detailseite/article/corona-virus-breitet-sich-aus.html,https://verwaltung.dessau-rosslau.de/stadt-buerger/neuigkeiten/detailseite/article/corona-virus-breitet-sich-aus.html,24/04/2020 00:00, 62,32.0,,6.0,,1.0,24/04/2020,https://verwaltung.dessau-rosslau.de/stadt-buerger/neuigkeiten/detailseite/article/corona-virus-breitet-sich-aus.html,@Colonia Claudia,0,C62 D1 18:17,Stain Fels,James,1,,32.0,62,1.0,,,,,,,,,1.0,41,30.0,1.0,23/04/2020,15,0.0,https://verwaltung.dessau-rosslau.de/stadt-buerger/neuigkeiten/detailseite/article/corona-virus-breitet-sich-aus.html
Halle (Saale),Kreisfreie Stadt,15002,305.0,1%,308,,https://www.halle.de/de/Verwaltung/Presseportal/Nachrichten/index.aspx?NewsId=45334,https://www.halle.de/de/Verwaltung/Presseportal/Nachrichten/index.aspx?NewsId=45334,24/04/2020 00:00, 308,196.0,1 115,21.0,7.0,11.0,24/04/2020,https://www.halle.de/de/Verwaltung/Presseportal/Nachrichten/index.aspx?NewsId=45334,@Colonia Claudia, 3,C308 G196 D11 18:19,Stain Fels,James,1,,196.0,293,11.0,600.0,2/11,,,,,,,3.0,238,190.0,11.0,23/04/2020 13:10,15,1.0,https://www.halle.de/de/Verwaltung/Presseportal/Nachrichten/index.aspx?NewsId=45334
Harz,Landkreis,15085,229.0,1%,231,,http://www.kreis-hz.de/de/aktuelle-informationen-1584944219.html,http://www.kreis-hz.de/de/aktuelle-informationen-1584944219/coronavirus-aktueller-stand-vom-22-april.html,24/04/2020 00:00, 231,94.0, 175,,,3.0,24/04/2020,kreis-hz.de/de/aktuelle-informationen-1584944219/coronavirus-aktueller-stand-vom-24-april.html,@Colonia Claudia, 2,C231 G94 D11 18:19,Stain Fels,James,1,,94.0,226,3.0,198.0,,,,,,,,1.0,114,94.0,3.0,23/04/2020,15,1.0,http://www.kreis-hz.de/de/aktuelle-informationen-1584944219/coronavirus-aktueller-stand-vom-22-april.html
